Warp		0	0	0	1	1	0	100	665	184	665	184	665	184	665	184	1	0	0	0	0	1	0	0|11016|16|19|3||0|0|
Warp		0	1	0	1	1	0	100	665	184	665	184	665	184	665	184	1	0	0	0	0	1	0	0|11017|16|19|12||0|0|
Warp		0	2	0	1	1	0	11016	16	19	16	19	16	19	16	19	1	0	0	0	0	1	0	0|100|665|184|15||0|0|||||
Warp		0	3	0	1	1	0	11017	16	19	16	19	16	19	16	19	1	0	0	0	0	1	0	0|100|665|184|15||0|0|||||
Warp		0	4	0	1	1	0	15508	27	35	27	35	27	35	27	35	1	0	0	103012	0	1	0	0|100|380|353|15||0|0|||||
Warp		0	5	0	1	1	0	3200	64	56	64	56	64	56	64	56	1	0	0	0	0	1	0	0|15513|3|9|15|18338|-1|0|0|3210|3|9|
Warp		0	6	0	1	1	0	3212	10	2	10	2	10	2	10	2	1	0	0	0	0	1	0	0|15514|7|13|8|18339|-1|0|0|3213|7|13|
Warp		0	7	0	1	1	0	3212	10	2	10	2	10	2	10	2	1	0	0	0	0	1	0	0|3213|7|13|7||0|0|0|3213|7|13|
Warp		0	8	0	1	1	0	3200	50	63	50	63	50	63	50	63	1	0	0	0	0	1	0	0|15516|1|8|15|18340|-1|0|0|3212|1|8|
Warp		0	9	0	1	1	0	100	549	43	549	43	549	43	549	43	1	0	0	0	0	1	0	0|16501|39|34|14||0|0|||||
Warp		0	10	0	1	1	0	100	549	43	549	43	549	43	549	43	1	0	0	0	0	1	0	0|16502|39|34|1||0|0|||||
Warp		0	11	0	1	1	0	1000	96	148	96	148	96	148	96	148	1	0	0	0	0	1	0	0|21005|18|34|15|18380|-1|0|0|1193|3|14|
Warp		0	12	0	1	1	0	1000	96	149	96	149	96	149	96	149	1	0	0	0	0	1	0	0|21005|18|35|15|18380|-1|0|0|1193|3|15|
Warp		0	13	0	1	1	0	13502	45	24	45	24	45	24	45	24	1	0	0	17953	0	1	0	0|13503|11|64|15|18182|-1|0|0|13503|11|64|
Warp		0	14	0	1	1	0	400	584	316	584	316	584	316	584	316	1	0	0	0	0	1	0	0|4200|43|61|3||0|0|||||
Warp		0	15	0	1	1	0	400	584	316	584	316	584	316	584	316	1	0	0	0	0	1	0	0|4201|43|61|12||0|0|||||
Warp		0	16	0	1	1	0	400	585	316	585	316	585	316	585	316	1	0	0	0	0	1	0	0|4200|44|61|3||0|0|||||
Warp		0	17	0	1	1	0	400	585	316	585	316	585	316	585	316	1	0	0	0	0	1	0	0|4201|44|61|12||0|0|||||
Warp		0	18	0	1	1	0	400	569	275	569	275	569	275	569	275	1	0	0	0	0	1	0	0|4200|28|22|3||0|0|||||
Warp		0	19	0	1	1	0	400	569	275	569	275	569	275	569	275	1	0	0	0	0	1	0	0|4201|28|22|12||0|0|||||
Warp		0	20	0	1	1	0	400	570	275	570	275	570	275	570	275	1	0	0	0	0	1	0	0|4200|29|22|3||0|0|||||
Warp		0	21	0	1	1	0	400	570	275	570	275	570	275	570	275	1	0	0	0	0	1	0	0|4201|29|22|12||0|0|||||
Warp		0	22	0	1	1	0	400	571	275	571	275	571	275	571	275	1	0	0	0	0	1	0	0|4200|30|22|3||0|0|||||
Warp		0	23	0	1	1	0	400	571	275	571	275	571	275	571	275	1	0	0	0	0	1	0	0|4201|30|22|12||0|0|||||
Warp		0	24	0	1	1	0	5004	46	53	46	53	46	53	46	53	1	0	0	0	0	1	0	0|5004|48|53|15|18548|-1|0|||||
Warp		0	25	0	1	1	0	5004	46	41	46	41	46	41	46	41	1	0	0	0	0	1	0	0|5004|48|41|15|18548|-1|0|||||
Warp		0	26	0	1	1	0	5004	39	40	39	40	39	40	39	40	1	0	0	0	0	1	0	0|5004|39|38|15|18548|-1|0|||||
Warp		0	27	0	1	1	0	5004	31	41	31	41	31	41	31	41	1	0	0	0	0	1	0	0|5004|29|41|15|18548|-1|0|||||
Warp		0	28	0	1	1	0	5004	31	53	31	53	31	53	31	53	1	0	0	0	0	1	0	0|5004|29|53|15|18548|-1|0|0||||
Warp		0	29	0	1	1	0	5004	48	53	48	53	48	53	48	53	1	0	0	0	0	1	0	0|5004|46|53|15||0|0|||||
Warp		0	30	0	1	1	0	5004	48	41	48	41	48	41	48	41	1	0	0	0	0	1	0	0|5004|46|41|15||0|0|||||
Warp		0	31	0	1	1	0	5004	39	38	39	38	39	38	39	38	1	0	0	0	0	1	0	0|5004|39|40|15||0|0|||||
Warp		0	32	0	1	1	0	5004	29	41	29	41	29	41	29	41	1	0	0	0	0	1	0	0|5004|31|41|15||0|0|||||
Warp		0	33	0	1	1	0	5004	29	53	29	53	29	53	29	53	1	0	0	0	0	1	0	0|5004|31|53|15||0|0|||||
