#關都地區(820230)
Event	關都傳送	0	820230	0	1	1	0	20231	8	13	8	13	8	13	8	13	1	1000	4	103013	0	1	0	zz_warp_KantoRegion.txt
Event	常青市	0	820230	0	1	1	0	20231	10	15	10	15	10	15	10	15	1	1000	0	1	0	1	0	
Event	關都傳送	0	820230	0	1	1	0	20231	60	13	60	13	60	13	60	13	1	1000	4	103013	0	1	0	zz_warp_KantoRegion.txt
Event	深灰市	0	820230	0	1	1	0	20231	62	15	62	15	62	15	62	15	1	1000	0	1	0	1	0	
Event	關都傳送	0	820230	0	1	1	0	20231	112	13	112	13	112	13	112	13	1	1000	4	103013	0	1	0	zz_warp_KantoRegion.txt
Event	華藍市	0	820230	0	1	1	0	20231	114	15	114	15	114	15	114	15	1	1000	0	1	0	1	0	
Event	關都傳送	0	820230	0	1	1	0	20231	8	57	8	57	8	57	8	57	1	1000	4	103013	0	1	0	zz_warp_KantoRegion.txt
Event	枯葉市	0	820230	0	1	1	0	20231	10	59	10	59	10	59	10	59	1	1000	0	1	0	1	0	
Event	關都傳送	0	820230	0	1	1	0	20231	60	57	60	57	60	57	60	57	1	1000	4	103013	0	1	0	zz_warp_KantoRegion.txt
Event	紫苑鎮	0	820230	0	1	1	0	20231	62	59	62	59	62	59	62	59	1	1000	0	1	0	1	0	
Event	關都傳送	0	820230	0	1	1	0	20231	112	57	112	57	112	57	112	57	1	1000	4	103013	0	1	0	zz_warp_KantoRegion.txt
Event	玉虹市	0	820230	0	1	1	0	20231	114	59	114	59	114	59	114	59	1	1000	0	1	0	1	0	
Event	關都傳送	0	820230	0	1	1	0	20231	8	101	8	101	8	101	8	101	1	1000	4	103013	0	1	0	zz_warp_KantoRegion.txt
Event	淺紅市	0	820230	0	1	1	0	20231	10	103	10	103	10	103	10	103	1	1000	0	1	0	1	0	
Event	關都傳送	0	820230	0	1	1	0	20231	60	101	60	101	60	101	60	101	1	1000	4	103013	0	1	0	zz_warp_KantoRegion.txt
Event	金黃市	0	820230	0	1	1	0	20231	62	103	62	103	62	103	62	103	1	1000	0	1	0	1	0	
Event	關都傳送	0	820230	0	1	1	0	20231	112	101	112	101	112	101	112	101	1	1000	4	103013	0	1	0	zz_warp_KantoRegion.txt
Event	紅蓮鎮	0	820230	0	1	1	0	20231	114	103	114	103	114	103	114	103	1	1000	0	1	0	1	0	
Event	關都傳送	0	820230	0	1	1	0	20231	60	145	60	145	60	145	60	145	1	1000	4	103013	0	1	0	zz_warp_KantoRegion.txt
Event	月見山	0	820230	0	1	1	0	20231	62	147	62	147	62	147	62	147	1	1000	0	1	0	1	0	
Event	關都傳送	0	820230	0	1	1	0	20231	112	145	112	145	112	145	112	145	1	1000	4	103013	0	1	0	zz_warp_KantoRegion.txt
Event	岩山隧道	0	820230	0	1	1	0	20231	114	147	114	147	114	147	114	147	1	1000	0	1	0	1	0	
Event	關都傳送	0	820230	0	1	1	0	20231	8	145	8	145	8	145	8	145	1	1000	4	103013	0	1	0	zz_warp_KantoRegion.txt
Event	石英高原	0	820230	0	1	1	0	20231	10	147	10	147	10	147	10	147	1	1000	0	1	0	1	0	
#常青市中心
Windowhealer	護士喬伊	0	820231	0	1	1	0	20231	15	6	15	6	15	6	15	6	1	60000	4	14090	0	1	0	100
